,0
16809,Zfp142
16810,Mars
16811,4931439C15Rik
16812,Gm5724
16813,Iqch
16814,A730063M14Rik
16815,Syce2
16816,Dpp3
16817,Klhl38
16818,A430027H14Rik
16819,Pigf
16820,Olfr194
16821,Utp25
16822,Gm47501
16823,Hs1bp3
16824,Gm45155
16825,Tprg
16826,Mfsd10
16827,Haus1
16828,Gm47578
16829,Kcnj11
16830,Glb1l
16831,Olfr135
16832,Slc9a2
16833,Nanp
16834,Cmtm2b
16835,Myg1
16836,Gm42626
16837,Olfr365
16838,Pcgf1
16839,Gm43069
16840,Gm47033
16841,Ffar4
16842,5330429C05Rik
16843,Ribc1
16844,Sirt6
16845,Gm33299
16846,Tmc8
16847,Krt31
16848,Anapc7
16849,Pcdhga4
16850,1700016K05Rik
16851,4930597O21Rik
16852,Nipal1
16853,Gm45474
16854,Gal3st2b
16855,Myo18b
16856,Morc2b
16857,Sphk2
16858,Gm13219
16859,2310001H17Rik
16860,Olfr878
16861,Stag3
16862,Pudp
16863,Mlycd
16864,Dimt1
16865,Dact1
16866,Gm4285
16867,Pkmyt1
16868,Hes7
16869,Pdc
16870,A030005K14Rik
16871,Zfp607b
16872,Disp1
16873,1110006O24Rik
16874,Gm16325
16875,Rhbdd3
16876,Irf9
16877,Plaat1
16878,Pcdhb3
16879,Gm29266
16880,Gm42456
16881,Zfp457
16882,Zbtb6
16883,Helt
16884,Defb9
16885,Gm19277
16886,Gm5538
16887,Gm43112
16888,Asns
16889,Gm29638
16890,Hirip3
16891,Oxnad1
16892,Mfsd12
16893,Gm48626
16894,Hnf1aos1
16895,Gm815
16896,Myoz3
16897,Zdhhc15
16898,Gm15995
16899,Ogfod3
16900,Rfx8
16901,Oxld1
16902,Fam122c
16903,Npw
16904,Pgm2
16905,Sox5os1
16906,Plac1
16907,Tbcc
16908,Gm1992
16909,Kif9
16910,Gm16033
16911,Mterf2
16912,Gm12576
16913,Edrf1
16914,Ssh3
16915,Xpc
16916,Pmpcb
16917,4930565D16Rik
16918,Gm42949
16919,Hoxa4
16920,Gm22146
16921,Gm28777
16922,Mrgpra1
16923,Gm20627
16924,Pomt1
16925,4933424G05Rik
16926,Ndor1
16927,Usp43
16928,Cd8b1
16929,C430014B12Rik
16930,Zdhhc24
16931,Gm14764
16932,Appbp2os
16933,Srd5a3
16934,Magea10
16935,Gm20274
16936,Dppa4
16937,Gm40418
16938,Olfr724
16939,A830029E22Rik
16940,Plin1
16941,Myod1
16942,Nxf7
16943,Ap5z1
16944,Srfbp1
16945,Cyb5r2
16946,Mmp27
16947,Mrgprb1
16948,Gm35715
16949,Shisal2b
16950,Atp6v0d2
16951,Gm20337
16952,Tspan2os
16953,Pygl
16954,AC156546.1
16955,Fdxacb1
16956,6030440G07Rik
16957,Rab13
16958,Gm17690
16959,Gm38973
16960,Nme3
16961,Vmn1r227
16962,9430065F17Rik
16963,4833408A19Rik
16964,Pih1d1
16965,Gm44987
16966,A930029G22Rik
16967,Gm31378
16968,4931429P17Rik
16969,Olfr913
16970,1700065J11Rik
16971,Nabp1
16972,Gp2
16973,Tmprss5
16974,Inha
16975,Zfp868
16976,Dll3
16977,Gm4884
16978,Lss
16979,Gm15559
16980,Gm47533
16981,Sec22c
16982,Rfesd
16983,Gm11899
16984,2810029C07Rik
16985,Zfp652os
16986,Mtx3
16987,Gm15524
16988,4930556J24Rik
16989,Gpank1
16990,Gm48855
16991,Xab2
16992,Mrgpra9
16993,D130017N08Rik
16994,Alg3
16995,Gm27211
16996,Gm36608
16997,Phykpl
16998,Gm9962
16999,Gm8110
17000,Gm11639
17001,Haus7
17002,Ppie
17003,Abraxas1
17004,C1s2
17005,Gm47438
17006,4930567K20Rik
17007,Ifrd2
17008,Gm17182
17009,4930521O17Rik
17010,Ubox5
17011,Itprid1
17012,Gm11753
17013,Clhc1
17014,Nup107
17015,Slc46a1
17016,Idua
17017,Shkbp1
17018,Ddx39
17019,Recql
17020,Dusp19
17021,Tspyl3
17022,Hist1h3h
17023,Exosc5
17024,Gm49938
17025,Tcf24
17026,Vmn2r51
17027,Gm37068
17028,B4galnt2
17029,Skint7
17030,Pnma3
17031,Dhfr
17032,Tcea2
17033,Prkag3
17034,Cdc7
17035,4931406B18Rik
17036,Tbx21
17037,Ndc1
17038,Gm12166
17039,Rgs22
17040,Gm15859
17041,Spire2
17042,Ercc2
17043,Ccdc71
17044,Krtap4-2
17045,C330021F23Rik
17046,Slc30a2
17047,Eaf1
17048,Cldn34d
17049,Gm15050
17050,Gm19409
17051,G530012D18Rik
17052,Dmrtc2
17053,Zfp688
17054,Ankrd36
17055,E2f1
17056,Cfap43
17057,Gm45904
17058,Klrk1
17059,Cd300ld5
17060,Krt72
17061,Rmi1
17062,Spinkl
17063,Cdan1
17064,Pou2f3
17065,2010320O07Rik
17066,Ficd
17067,Smlr1
17068,Gm34590
17069,Olfr782
17070,Tcrg-V4
17071,Nsun3
17072,Rabl3
17073,Gm43066
17074,Creb3
17075,Crct1
17076,2310022A10Rik
17077,6030498E09Rik
17078,Oog1
17079,Gsdmc4
17080,1700007L15Rik
17081,4833413G10Rik
17082,Cenpw
17083,Gm44
17084,Cc2d1a
17085,Ttll1
17086,Platr5
17087,AL607088.1
17088,Rpa2
17089,2510017J16Rik
17090,Gm26693
17091,Eral1
17092,Gm5096
17093,Nlrp4c
17094,Olfr1423
17095,Sars2
17096,Gm10138
17097,Gm11060
17098,Taar7e
17099,Zw10
17100,Gm41764
17101,Zkscan8
17102,AI314278
17103,Ott
17104,Gm10190
17105,Pcdhb20
17106,Cd163
17107,Gm32849
17108,Gm3830
17109,Nlrx1
17110,Thap4
17111,Thtpa
17112,1600002K03Rik
17113,Gm48495
17114,Gm31182
17115,Ntrk1
17116,Gm47131
17117,Gm45301
17118,1700123M08Rik
17119,Sult2b1
17120,E030044B06Rik
17121,Gm34728
17122,Gm30735
17123,Gm49156
17124,Gm42948
17125,Gm29771
17126,1700037F03Rik
17127,Zfp707
17128,Zfp957
17129,Mex3b
17130,Gm31294
17131,Pecr
17132,Gm44700
17133,AC132444.5
17134,Gm14418
17135,Gm37273
17136,Slc22a5
17137,Dynlt1f
17138,Plagl2
17139,Tm7sf2
17140,Gm27022
17141,Osbpl5
17142,Thoc6
17143,Cd3g
17144,Ffar1
17145,Alkbh7
17146,Gm10260
17147,Gm47888
17148,Tfap4
17149,Gm32014
17150,Hnf4g
17151,Fam43b
17152,Zswim1
17153,5430402O13Rik
17154,C230099D08Rik
17155,Mrrf
17156,Leng9
17157,Jrkl
17158,1700088E04Rik
17159,Rdh12
17160,Gnb1l
17161,Gm10732
17162,Nemp2
17163,Icam4
17164,Ccdc181
17165,Ninl
17166,Gm29193
17167,Suv39h1
17168,Gm35060
17169,1190007I07Rik
17170,Gm11817
17171,Nkd2
17172,Lrp8os2
17173,Gm33222
17174,Nudt2
17175,Troap
17176,Gm45752
17177,Nup85
17178,1700003C15Rik
17179,Elp6
17180,Gm36246
17181,4930557J02Rik
17182,Zfp446
17183,Gm39129
17184,Gm19782
17185,Ppp1r1c
17186,Smpd4
17187,Gm5165
17188,Gm20854
17189,Gtf2h4
17190,Gm43062
17191,Ubxn8
17192,Mmp12
17193,2310057M21Rik
17194,Gm20594
17195,Gm45052
17196,4930467J12Rik
17197,Cyp2f2
17198,Gm1979
17199,Wincr1
17200,Nudt6
17201,Drg2
17202,Ear10
17203,Gtpbp3
17204,Gm47715
17205,Abcc12
17206,Tmem81
17207,1110012L19Rik
17208,9330020H09Rik
17209,Rhox2a
17210,4930551I23Rik
17211,Gm15535
17212,Gm48704
17213,Olfr395
17214,Apol9b
17215,Gm6471
17216,Zfp775
17217,Gm12766
17218,Hgh1
17219,Mis12
17220,Gpr143
17221,Dpp7
17222,Rpusd3
17223,Espn
17224,Jade3
17225,Gm20522
17226,Gm47794
17227,Rnf207
17228,Rhox4c
17229,8430437L04Rik
17230,Gpr12
17231,Clp1
17232,Gm26673
17233,Zkscan2
17234,Gm30165
17235,Gm12992
17236,Gm20744
17237,Gipc2
17238,Gm50399
17239,Wdr49
17240,Trpm4
17241,Panx1
17242,Rnaseh2b
17243,Gm15582
17244,Gm44686
17245,Noxo1
17246,Mrnip
17247,Ccdc39
17248,Galk1
17249,Usp9y
17250,Tufm
17251,Gm26787
17252,Gm36888
17253,Pigg
17254,4930403P22Rik
17255,Usp17lc
17256,Gm28703
17257,C130026L21Rik
17258,Cdc25b
17259,Relt
17260,Pomk
17261,Gatb
17262,Nup62cl
17263,Gm12690
17264,Gm41361
17265,Il23a
17266,Gm46606
17267,Jag2
17268,Gspt2
17269,Wdr75
17270,Aasdh
17271,Rrm1
17272,Gm34425
17273,Haus6
17274,Mcm2
17275,Cldn18
17276,Gm36529
17277,Parp16
17278,Gm47216
17279,Gm4890
17280,Gm31356
17281,Nhlh1
17282,4930438E09Rik
17283,A630052C17Rik
17284,Gm34799
17285,Gm16041
17286,Tti1
17287,Gm50013
17288,Jpt2
17289,Tmem200c
17290,1700082M22Rik
17291,Trim39
17292,Gphb5
17293,Bop1
17294,Gm34672
17295,Gm5627
17296,Gm45889
17297,Gm15199
17298,Gm16066
17299,Clec4b1
17300,Gm17634
17301,Gm49566
17302,Gm20531
17303,AC106834.1
17304,Gm6556
17305,Zswim4
17306,Gm26827
17307,Zfp825
17308,Cldn19
17309,1700001O22Rik
17310,Phox2a
17311,Sgo1
17312,Gm32312
17313,Arhgap11a
17314,Lhpp
17315,Csn1s2a
17316,Gm50225
17317,Alg1
17318,Zc3h3
17319,Gm14403
17320,Gm49544
17321,Gm15091
17322,Nup133
17323,Slc26a2
17324,Gm41481
17325,Gm46560
17326,Vmn2r126
17327,Ccdc74a
17328,Ap1s3
17329,1110015O18Rik
17330,Gm12968
17331,Morc1
17332,Gm28694
17333,Gm20712
17334,Gmip
17335,Gm27199
17336,Zbtb39
17337,Gm15884
17338,AL845275.1
17339,Sdad1
17340,Katna1
17341,Pigh
17342,Mmab
17343,Slc6a2
17344,Zfp711
17345,Wnt2
17346,Prcd
17347,Topaz1
17348,Smpdl3b
17349,1700034E13Rik
17350,Gm6598
17351,Il4i1
17352,Yipf2
17353,4921524L21Rik
17354,Gm43653
17355,Gm39822
17356,Mrps18b
17357,Gm15104
17358,Gm11724
17359,Gm3289
17360,Esrrb
17361,Olfr906
17362,Gm28151
17363,Exo5
17364,Casp2
17365,Gm10248
17366,Gm26511
17367,4932416K20Rik
17368,Gm4858
17369,1810053B23Rik
17370,Rad1
17371,1810055G02Rik
17372,Neurl2
17373,2810006K23Rik
17374,6030442K20Rik
17375,Coq4
17376,Kcnk7
17377,Nog
17378,Drc3
17379,Srl
17380,D130020L05Rik
17381,2810430I11Rik
17382,2700033N17Rik
17383,Gm4894
17384,2310058D17Rik
17385,Mrpl37
17386,Folr1
17387,Glb1l3
17388,Palb2
17389,Eloa
17390,Zc3hc1
17391,Ino80c
17392,Slamf1
17393,Magel2
17394,Gm14419
17395,Amdhd2
17396,Nlrc4
17397,Tmem171
17398,Gm28040
17399,4930549P19Rik
17400,Gm30015
17401,Tmem41a
17402,Gm32624
17403,Gm17259
17404,Cfap97d1
17405,Mier2
17406,4930407G08Rik
17407,Gm9958
17408,1700046C09Rik
17409,Evx1os
17410,Eif4ebp3
17411,Dnah2
17412,Sh2d3c
17413,Slc44a4
17414,BC039966
17415,Gm47695
17416,Gm14260
17417,Gm960
17418,Mycn
17419,Olfr307
17420,Exoc3l
17421,Gm13943
17422,Ankrd22
17423,Gm12522
17424,4930533P14Rik
17425,Tekt5
17426,Nps
17427,Gm13546
17428,1700011L03Rik
17429,Tmem39b
17430,Tyms
17431,Gm15631
17432,Krtdap
17433,Sec1
17434,Gm15947
17435,Il1bos
17436,Gm10371
17437,1190001M18Rik
17438,Gm26944
17439,Gm45554
17440,4931428F04Rik
17441,Stoml3
17442,Gm8251
17443,Gm45949
17444,Lrg1
17445,Snhg15
17446,4930478E11Rik
17447,Galntl5
17448,Cnpy4
17449,Med16
17450,Rrp1b
17451,Hfm1
17452,Gm35028
17453,1700048P04Rik
17454,Mybbp1a
17455,Gm47486
17456,4933428G20Rik
17457,Gm14399
17458,Prdx6b
17459,Hars2
17460,Gm40604
17461,Ces1f
17462,Cdk5rap1
17463,Rnaseh1
17464,Gm12905
17465,Gm15962
17466,Adam29
17467,Gm11515
17468,1700064H15Rik
17469,Gm41168
17470,Dph1
17471,Gm11657
17472,Phf7
17473,Sf3a2
17474,Tmem88
17475,Dus1l
17476,Mlh1
17477,Sh3yl1
17478,Gnpnat1
17479,Gm45766
17480,Gm34278
17481,Cpn1
17482,Gm12198
17483,Gm21655
17484,Gm12828
17485,Dynlt1c
17486,Vnn3
17487,Gm49263
17488,Zbtb24
17489,Isg20l2
17490,4932443L11Rik
17491,C330018D20Rik
17492,4933406J09Rik
17493,Pde12
17494,Atic
17495,4930413E15Rik
17496,Calhm6
17497,Lipo3
17498,6720483E21Rik
17499,Ciart
17500,Zfp874a
17501,Stpg2
17502,Gm41517
17503,Zfp114
17504,Vmn2r-ps130
17505,2310016D03Rik
17506,4933409F18Rik
17507,Zfp994
17508,Sele
17509,Gm35256
17510,Gm34350
17511,AA986860
17512,Tcte3
17513,B930059L03Rik
17514,Frs3
17515,Gm8098
17516,Dbh
17517,Olfr152
17518,Qrsl1
17519,Gm17160
17520,Hist2h3b
17521,Heatr1
17522,Urod
17523,Nbn
17524,Smim24
17525,Fbxw24
17526,Crisp2
17527,Olfr420
17528,Gm15825
17529,Maged2
17530,Ces2g
17531,3110040N11Rik
17532,Gm43696
17533,Iqcc
17534,Gm15228
17535,Tedc1
17536,1700025N21Rik
17537,Ces3a
17538,Gm45339
17539,Zfp316
17540,Gm4577
17541,Tmem268
17542,Mcm4
17543,Il25
17544,Cdsn
17545,Slc12a8
17546,Tmco6
17547,Ruvbl2
17548,Pcdhb13
17549,Tmem97
17550,Ephx3
17551,Olfr933
17552,1700061N14Rik
17553,Spink11
17554,Wnt16
17555,Vwde
17556,Kctd15
17557,Taco1
17558,Casr
17559,Gm19585
17560,Gzmk
17561,Smarcal1
17562,Bahd1
17563,Pfn4
17564,Entpd7
17565,Rbm8a2
17566,Fahd1
17567,Ube2uos
17568,Gm49390
17569,Gm13068
17570,Gm28068
17571,Plcd3
17572,Isyna1
17573,Zfp574
17574,Rnasel
17575,Gm20098
17576,Ddx31
17577,Armh1
17578,Rab3d
17579,Gm26972
17580,Zfp988
17581,Uros
17582,Tal2
17583,4930426L09Rik
17584,Smim10l2a
17585,AC166172.1
17586,Lysmd1
17587,Sult2a7
17588,Wdr36
17589,Cand2
17590,Gm43560
17591,Ppan
17592,Utp15
17593,Gtf3c5
17594,Olfr279
17595,Pycrl
17596,Nme9
17597,Cd163l1
17598,Gm41077
17599,Gm45509
17600,1700081N11Rik
17601,Gm13180
17602,Pabpn1l
17603,Fcer2a
17604,Prss46
17605,Gm44643
17606,Olfr282
17607,Nek3
17608,Bves
17609,Cpa2
17610,2810032G03Rik
17611,Tada2b
17612,Nlrp12
17613,Cdh15
17614,Gm40123
17615,Fcsk
17616,Rbm14
17617,Fbxo46
17618,Gm44732
17619,Ccdc187
17620,Gm20470
17621,Gm26569
17622,Mthfr
17623,Amd2
17624,Zfp72
17625,Gm43699
17626,Gm35419
17627,Gm28529
17628,Gpn3
17629,Coa7
17630,Plk3
17631,Olfr293
17632,Dedd2
17633,Nif3l1
17634,Rbmx2
17635,Gm16958
17636,Aoah
17637,5430400D12Rik
17638,Gm48596
17639,Gm12359
17640,Iqcn
17641,Gm6980
17642,Cldn1
17643,Gm48058
17644,Cyp2d34
17645,Ankrd9
17646,Dusp9
17647,Dbndd1
17648,C030014I23Rik
17649,Casp9
17650,5430421F17Rik
17651,Gm2788
17652,1110018N20Rik
17653,Gm4707
17654,Tex44
17655,Gm34552
17656,Boll
17657,Rhebl1
17658,Gm29367
17659,Noc3l
17660,Pou5f2
17661,E130309D02Rik
17662,Cd101
17663,Sept12
17664,Gm17066
17665,Lncbate6
17666,9530077C05Rik
17667,Gm36251
17668,Cks2
17669,Dnph1
17670,Ceacam14
17671,Mymk
17672,Gm36839
17673,2410131K14Rik
17674,Tmem120a
17675,H1foo
17676,Sirpb1b
17677,Naglu
17678,Wap
17679,Zfp93
17680,4930451I11Rik
17681,D16Ertd519e
17682,Ints11
17683,1110002J07Rik
17684,Kank4
17685,Olfr204
17686,2210016F16Rik
17687,Vmn2r85
17688,Snhg16
17689,Asb5
17690,Mzf1
17691,Mastl
17692,Gm28625
17693,Zbbx
17694,Irf6
17695,Crb2
17696,Zbtb25
17697,Twnk
17698,Vmn2r102
17699,Yjefn3
17700,Gm15656
17701,4921531C22Rik
17702,1700012P22Rik
17703,Olfr118
17704,Grb7
17705,4930407I19Rik
17706,Gm31728
17707,Gm36551
17708,Gm4632
17709,Sec16b
17710,Gm10131
17711,Clcnkb
17712,R3hcc1
17713,Sirt4
17714,Pacc1
17715,Zbtb26
17716,Olfr902
17717,Vmn1r80
17718,Snhg10
17719,Faap24
17720,Gm13008
17721,Myh2
17722,Cog1
17723,Gm47979
17724,Crybb3
17725,Nelfcd
17726,Gm28215
17727,Spata48
17728,E030018B13Rik
17729,Tmem143
17730,Vars
17731,Efcab7
17732,Pex12
17733,Gm45820
17734,Olfr490
17735,Gm5485
17736,Npr2
17737,Gm29345
17738,Gm4779
17739,Xlr3a
17740,Pwp1
17741,6030471H07Rik
17742,Cftr
17743,Olfr455
17744,Catsperz
17745,Dnajc25
17746,Adck5
17747,AV356131
17748,BC051142
17749,Tmem247
17750,Gm46328
17751,4931407E12Rik
17752,Tbl2
17753,Zbtb5
17754,Myh7b
17755,3300002A11Rik
17756,Gm37502
17757,Eid2b
17758,Gm21847
17759,Gm10575
17760,Vpreb1
17761,Mrm1
17762,Cgref1
17763,A930028N01Rik
17764,Wdr95
17765,Olfr92
17766,Vmn2r21
17767,Gm26549
17768,Gm14951
17769,Gm32629
17770,Gm19426
17771,Bend4
17772,Stc1
17773,Saxo2
17774,Crisp3
17775,Nup62
17776,Gm15851
17777,Cntrob
17778,Rgs19
17779,Mesp1
17780,Gm41279
17781,Gm20513
17782,Adnp2
17783,Apela
17784,1700061G19Rik
17785,1700111E14Rik
17786,1700047I17Rik2
17787,Fam161a
17788,Gm49974
17789,Gm16023
17790,Gm49067
17791,Mup2
17792,Olfr1257
17793,Gm10745
17794,Pinx1
17795,Rnaseh2a
17796,2900089D17Rik
17797,Gm2087
17798,Prep
17799,Pcdhgb2
17800,Zfp629
17801,Polh
17802,Erfe
17803,Gm13496
17804,4933408B17Rik
17805,Gm5092
17806,Gm15457
17807,Gm29340
17808,Gm50207
17809,Stk35
17810,Gm10862
17811,Mrps31
17812,Mob3a
17813,Brf2
17814,Gm45589
17815,A230072E10Rik
17816,Phex
17817,Coasy
17818,Mogat1
17819,Gm44899
17820,Traf3ip1
17821,Gm26520
17822,Trdmt1
17823,Cdca7l
17824,Armc6
17825,Gm28643
17826,1700108N11Rik
17827,Brs3
17828,Ccl26
17829,Pramef8
17830,1110017D15Rik
17831,Cd274
17832,Tysnd1
17833,Gm553
17834,Gm47591
17835,Gm8871
17836,Gm31108
17837,Serac1
17838,Cd300e
17839,Med18
17840,Ccdc130
17841,Gm50445
17842,Plpp5
17843,9130015L21Rik
17844,Gm7644
17845,4930401C15Rik
17846,Pes1
17847,Sphk1
17848,Vmn2r45
17849,4930538L07Rik
17850,Gm14145
17851,Ccdc177
17852,Ahr
17853,Taf4b
17854,BC024978
17855,Hist1h3g
17856,Gm50254
17857,Il11
17858,Gm44647
17859,Mep1b
17860,Olfr1232
17861,Acot9
17862,Olfr744
17863,Nkrf
17864,Gm33351
17865,Cfap47
17866,Gm35274
17867,Rsph3a
17868,Gm28756
17869,Itga11
17870,Ccdc86
17871,A530041M06Rik
17872,Gm8369
17873,1700018B08Rik
17874,Thbs1
17875,Mppe1
17876,Gm43728
17877,Fam72a
17878,Klhl21
17879,Smim22
17880,Gm31323
17881,Gm27255
17882,AI854703
17883,Pxt1
17884,Olfr452
17885,Gm13383
17886,Mex3a
17887,Olfr830
17888,Uhrf1bp1
17889,Ints12
17890,Gm12666
17891,Gm6712
17892,Vmn1r213
17893,Dars2
17894,Lyrm7
17895,Tmem114
17896,Sprtn
17897,4930474H20Rik
17898,Cnnm4
17899,Myc
17900,6430628N08Rik
17901,E130218I03Rik
17902,Gm48960
17903,Gm29112
17904,6430553K19Rik
17905,Gm17604
17906,Cbx2
17907,Ptx3
17908,Gm8298
17909,Gm13373
17910,Olfr63
17911,4930445E18Rik
17912,Myo1h
17913,St14
17914,Mars2
17915,Gm4788
17916,C030034I22Rik
17917,Pcdhb18
17918,Ctu2
17919,Krt9
17920,Shcbp1
17921,Trib3
17922,Gm16283
17923,Exosc9
17924,Exoc8
17925,Siglec15
17926,Gm49463
17927,Rgs11
17928,Hmx2
17929,1700019F05Rik
17930,Opn5
17931,Taf1a
17932,Tmem79
17933,Adck2
17934,Sco2
17935,Gm12184
17936,Patl2
17937,AU021063
17938,A630012P03Rik
17939,Gm49615
17940,Tars
17941,Vmn2r104
17942,Tmem270
17943,Snapc4
17944,Slc26a8
17945,Keg1
17946,1700020N18Rik
17947,Mtap
17948,Gm11537
17949,Gm27198
17950,Thnsl1
17951,Ccdc178
17952,Clec2e
17953,Thoc5
17954,AC163638.2
17955,Tepsin
17956,Gm28087
17957,1700086O06Rik
17958,Gm28262
17959,Gm28424
17960,Mmrn1
17961,Zfp980
17962,Cpxm2
17963,Gm20878
17964,Ccdc54
17965,Olfr564
17966,Zfp874b
17967,Gm2200
17968,Gm15247
17969,Mcts2
17970,Ddx59
17971,Ccdc17
17972,Olfr1099
17973,Gm16685
17974,Zfp946
17975,Trpm8
17976,Sptssb
17977,Fam3a
17978,Nfil3
17979,Gm16315
17980,D6Wsu163e
17981,Gm43447
17982,Zfp420
17983,Gm13539
17984,Kdm4d
17985,5430419D17Rik
17986,Gm20655
17987,Olfr19
17988,Snapc2
17989,Sox15
17990,Tmem132cos
17991,Pprc1
17992,Tmsb15b1
17993,AA792892
17994,Zfp334
17995,Trp53rkb
17996,Tomt
17997,Gm42726
17998,Fndc3c1
17999,C330011F03Rik
18000,Slc52a2
18001,Gm38250
18002,Gm5169
18003,Ankdd1b
18004,Pcdhb5
18005,Gm41307
18006,Pold2
18007,Dysf
18008,Etfbkmt
18009,Mettl5os
18010,Tmem233
18011,Prom2
18012,F830208F22Rik
18013,Platr27
18014,1700006A11Rik
18015,Tmem116
18016,Mon1b
18017,Brca1
18018,A130014A01Rik
18019,Gm28360
18020,Gm47839
18021,Gm31126
18022,Nprl2
18023,Mapk12
18024,Defa29
18025,Sfrp2
18026,Smug1
18027,Gm36816
18028,Lrp8os3
18029,Nqo2
18030,Lcmt2
18031,Gm49476
18032,Rab38
18033,Sdr42e1
18034,Tsx
18035,Gm45494
18036,5830468F06Rik
18037,Gm6559
18038,Zbtb10
18039,Gm30984
18040,Skp2
18041,Spaca7
18042,Tarbp1
18043,Olfr872
18044,Slc13a2os
18045,Gm21739
18046,Nol9
18047,Gm10584
18048,C1qtnf12
18049,Cox7b2
18050,Mamstr
18051,Xlr4c
18052,Vmn2r6
18053,Gm12258
18054,Tmprss11d
18055,Gm11521
18056,Mpzl3
18057,Vps51
18058,Pomc
18059,5830454E08Rik
18060,Gm43848
18061,Zfp319
18062,Zgrf1
18063,Gtpbp10
18064,Gm17039
18065,Trmt61a
18066,Nkapl
18067,Gm26981
18068,Gm567
18069,Agmat
18070,Epha8
18071,6530401F13Rik
18072,Gm17249
18073,9430060I03Rik
18074,Gm36200
18075,Olfr560
18076,Prss27
18077,Vmn1r181
18078,Gm31718
18079,Ankrd34c
18080,Cd247
18081,Epha1
18082,Kif24
18083,Asb6
18084,Gm42865
18085,D830005E20Rik
18086,Cdiptos
18087,Saa4
18088,Ascl5
18089,Acad9
18090,Zfp867
18091,Olfr714
18092,Obscn
18093,Gm17751
18094,Gm48715
18095,Gsto1
18096,Alg8
18097,Etohd2
18098,Zscan5b
18099,Fastkd1
18100,Try5
18101,Ush1g
18102,4921513I03Rik
18103,Gm4419
18104,Gm29491
18105,1700030E10Rik
18106,Plag1
18107,Vmn2r65
18108,Cd4
18109,Ecm1
18110,Ano8
18111,Lrrc61
18112,AU041133
18113,4930510E17Rik
18114,Comp
18115,Iqca
18116,Gcg
18117,Sertad4
18118,Cubn
18119,Olfr594
18120,Hemk1
18121,Hsd17b1
18122,Gm48896
18123,1700010D01Rik
18124,Aadac
18125,Kiss1
18126,Surf6
18127,4930555G01Rik
18128,Arhgap15os
18129,Aox4
18130,Cypt4
18131,Gm47210
18132,Zfp974
18133,D5Ertd615e
18134,Gpatch3
18135,Gm5099
18136,Rsph3b
18137,Gm36231
18138,Alg12
18139,Mtif3
18140,Cndp1
18141,Arhgap4
18142,Kdm1b
18143,5031434O11Rik
18144,Kirrel3os
18145,Hmgb4
18146,Gm30302
18147,Gm12146
18148,Pnldc1
18149,A030001D20Rik
18150,Gm34829
18151,Gemin5
18152,Mief2
18153,Cpxm1
18154,1700034G24Rik
18155,Aimp2
18156,Platr7
18157,Gm47772
18158,1700028M03Rik
18159,Vmn2r92
18160,Gm29394
18161,Gm20404
18162,Pcdhga1
18163,1700007P06Rik
18164,Ulk3
18165,H2-T3
18166,Fmo9
18167,Xk
18168,Gm5431
18169,Cutc
18170,Lrrc56
18171,Klhdc4
18172,Gm10230
18173,Gm9929
18174,4932441J04Rik
18175,Gm48094
18176,2210414B05Rik
18177,4933421O10Rik
18178,Gm29865
18179,Gm49128
18180,Vmn1r46
18181,Tecta
18182,Slc35g2
18183,Gm9967
18184,Il1rn
18185,Gm36736
18186,Aaas
18187,Adpgk
18188,Gm43608
18189,4933412E12Rik
18190,4930579D09Rik
18191,Zfp647
18192,Gm48802
18193,Gm27204
18194,Gm49085
18195,Tmem185b
18196,1700018P08Rik
18197,Mettl21a
18198,Skint4
18199,Gm47684
18200,D430036J16Rik
18201,C130036L24Rik
18202,Gm10282
18203,Atp8b5
18204,Gm30835
18205,Gm13376
18206,Ptges3l
18207,Gm45397
18208,Gm2174
18209,Kcnn1
18210,Gm32950
18211,Spata21
18212,Mrps2
18213,Gm36799
18214,2810404M03Rik
18215,Cpsf4
18216,AC133103.1
18217,Pram1
18218,B530045E10Rik
18219,Akr1c19
18220,Gm30192
18221,A130077B15Rik
18222,Clec4b2
18223,Gm29325
18224,1700019L13Rik
18225,Gm29242
18226,Gm16091
18227,Gm45081
18228,Gm11613
18229,Gm49267
18230,Cenpl
18231,Lgals7
18232,Fastkd3
18233,Zfy2
18234,Ccdc194
18235,Klhl10
18236,Gm44066
18237,C030006K11Rik
18238,Mroh4
18239,A730011C13Rik
18240,Tubg1
18241,Shoc1
18242,Gm26631
18243,Gm13564
18244,Acnat1
18245,Dnhd1
18246,Gm14214
18247,A730020E08Rik
18248,Usp51
18249,Wdr92
18250,Gm19605
18251,Gm34022
18252,Hinfp
18253,Gm9888
18254,Stox1
18255,Gm11084
18256,Haus4
18257,Gm10203
18258,Dppa2
18259,4930502A04Rik
18260,3830408C21Rik
18261,Apip
18262,Kat8
18263,Snhg17
18264,Cldn8
18265,Gm7995
18266,Gm29282
18267,Olfr816
18268,Klc3
18269,Slc16a4
18270,Zfp677
18271,Gm47512
18272,Pdcd2
18273,2010310C07Rik
18274,Trim68
18275,EU599041
18276,4930550C14Rik
18277,Gm20692
18278,Gm19412
18279,1700028N14Rik
18280,Gm43260
18281,Zfp35
18282,1700022A22Rik
18283,Olfr612
18284,1500035N22Rik
18285,Hist1h2bp
18286,Dcaf4
18287,P3h1
18288,Exosc2
18289,Trmt10c
18290,Gm48779
18291,Tnfrsf9
18292,Gm13028
18293,Slc4a9
18294,Hdhd3
18295,Hic2
